Company Name,Job Title,Location,Job URL,Company LinkedIn,Job Description snippet
targetjobs UK,Graduate Software Developer,"London, England, United Kingdom",https://www.linkedin.com/jobs/view/4384680001,https://uk.linkedin.com/company/targetjobsuk,"📍 Location: London (Old Street office, 3 days/week) 💰 £60k + equity + benefits 🌍 Join a high-growth, mission-driven tech company that’s transformin..."
Trayport,Software Developer,"London, England, United Kingdom",https://www.linkedin.com/jobs/view/4378940470,https://uk.linkedin.com/company/trayport,"The RoleAs we build on our success and expand into new markets, we are looking for passionate and talented Software Developers to help us to keep our ..."
