Company Name,Job Title,Location,Job URL,Company LinkedIn,Job Description snippet
Twitch,"Software Engineer I, Commerce Engineering","San Francisco, CA",https://www.linkedin.com/jobs/view/4390703326,https://www.linkedin.com/company/twitch-tv,"About UsTwitch is the world’s biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and ..."
Netflix,Software Engineer 5 - Ads Data Clean Room,"Los Gatos, CA",https://www.linkedin.com/jobs/view/4187599010,https://www.linkedin.com/company/netflix,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom a..."
